"","Burn1_TF1","Burn2_TF1","Burn2_TF2","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn4_TF1","Burn4_TF2","Burn5_TF1","Burn5_TF2","Burn6_TF1","Burn6_TF2","A1_TF1","A2_TF1","A3_TF1","A3_TF2","A4_TF1","A4_TF2","A4_TF3","A4_TF4","A4_TF5","A4_TF6","B1_TF1","B2_TF1","B2_TF2","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B4_TF1","B5_TF1","B6_TF1","C1_TF1","C2_TF1","C2_TF2","C3_TF1","C3_TF2","C3_TF3","C4_TF1","C4_TF2","C5_TF1","C6_TF1","C6_TF2","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140"
"cell138",3,3,0,0,2,0,1,2,2,3,0,2,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,3,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,2,3,0,0,1,5,0,0,3,1,3,0,0,0,1,0,0,0,0,4,4,8,1,0,0,0,1,0,0,0,0,5,2,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,5,0,2,0,0,0,1,0,2,0,0,0,1,0,2,2,0,0,3,1,3,0,0,1,0,0,4,0,0,0,1,0,2,0,6,0,5,2,3,0,3,0,1,0,1,0,2,0,0,1,2,2,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,2,1,4,3,1,1,2,3,0,0,0,1,0,0,0,0,6,0,0,4
"cell139",2,1,1,1,0,0,0,1,1,0,0,2,3,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5,1,1,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,1,0,0,3,0,0,0,2,0,0,1,0,1,0,0,5,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,4,0,1,0,8,1,1,3,2,0,1,0,0,2,2,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,4,0,2,0,1,1,1,2,2,0,2,0,1,0,3,0,0,0,0,2,0,0,0,0,0
"cell140",0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"cell141",0,0,2,0,1,0,3,0,2,2,0,2,2,0,0,0,1,3,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,2,0,0,4,0,0,1,1,0,0,0,2,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"cell142",3,1,0,1,2,1,1,2,2,0,2,0,0,1,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,3,1,2,0,8,0,0,2,0,0,0,0,3,0,2,2,0,0,0,4,0,3,4,2,1,1,1,0,2,0,0,0,1,0,2,0,2,0,2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,1,0,5,3,5,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,2,0,0,11,0,0,2,0,4,0,0,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,1,4,1,0,1,4,1,2,3,0,0,0,0,4,0,0,0,0,1,0,1,0
"cell143",1,0,1,2,0,1,1,2,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,2,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,3,0,0,2,5,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,2,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,3,0,7,0,0
"cell144",8,0,0,0,1,7,2,10,1,2,4,0,0,4,0,0,0,5,6,0,8,1,1,0,0,0,0,0,0,0,2,0,1,0,3,2,0,0,0,0,0,0,2,0,4,0,0,4,0,0,6,3,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,2,0,3,8,4,0,5,0,0,0,0,7,1,0,4,0,1,0,7,0,0,0,0,9,4,4,0,4,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,0,1,0,2,0,0,2,2,1,10,1,0,1,1,0,3,3,7,0,0,0,0,3,6,0,2,2,0,1,0,1,1,4,1,6,3,2,2,0,0,3,2,3,0,0,2,0,0,0,4,0,1,0
"cell145",0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,4,1,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,2,1,5,1,0,1,0,4,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cell146",1,4,0,0,0,0,4,1,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,1,8,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,4,2,0,2,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,2,0,0,0,2,0,2,0,1,2,0,1,1,0,1,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,0
"cell147",1,3,0,0,1,0,0,2,0,1,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
"cell148",0,2,0,2,4,5,3,2,1,0,0,0,3,0,0,0,1,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,4,2,1,1,3,1,0,2,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4,2,0,2,0,1,0,1,0,0,1,0,0,6,1,3,1,0,0,2,0,0,0,0,0,3,2,4,0,0,0,0,0,4,5,0,0,2,0,1,0,0,0,0,0,2,0,1,0,1,0,1,3,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,2,1,1,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0
"cell149",3,6,5,2,6,2,2,4,2,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,2,2,0,3,6,7,1,10,0,0,0,3,1,0,0,6,0,0,2,2,3,0,8,4,3,0,0,6,11,2,1,0,0,0,0,1,4,5,2,5,9,0,1,0,2,7,5,1,0,6,0,0,0,0,0,0,5,5,0,2,7,3,4,0,0,6,6,0,1,0,0,0,7,0,5,2,0,3,10,4,0,0,0,0,0,5,16,12,3,3,0,5,0,0,13,0,0,0,0,3,0,7,0,0,0,0,0,0,8,0,4,0,0,0,6,7,3,0,0,8,0,0,0,0,6,0,2,2,5,0,2,1,0,1,4,1,6,0,10,1,0,0,0,8,0,0,0,2,4,2,6,5,0,0,11,0
"cell150",3,0,4,2,0,2,3,5,0,0,0,5,0,0,7,2,0,0,0,0,0,0,0,0,0,6,0,2,8,6,0,0,11,6,1,0,0,0,1,17,1,0,3,3,5,6,3,6,0,0,1,0,2,3,0,4,2,0,2,0,0,0,0,0,2,0,15,3,0,0,3,1,0,2,0,0,5,5,1,0,0,3,4,0,3,3,0,3,0,1,4,0,0,12,3,0,3,0,0,0,3,6,11,9,0,2,12,0,2,2,0,0,0,0,9,1,3,2,4,0,0,0,0,8,0,2,0,5,0,0,0,0,0,0,0,0,3,4,3,0,0,0,12,6,3,3,0,7,8,0,0,6,6,0,0,6,0,0,2,0,9,3,3,4,5,0,4,0,0,0,3,5,10,0,0,0,9,3,0,9,0,5,9,0
"cell151",12,4,0,5,5,5,2,3,5,7,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,5,0,0,9,5,0,0,0,4,13,0,1,8,1,5,0,0,0,0,9,5,6,7,0,0,0,10,0,0,0,0,0,0,11,0,10,16,6,0,4,0,0,19,0,0,3,2,9,0,0,6,20,0,3,15,0,0,1,6,3,1,0,2,1,0,3,0,0,3,1,4,14,4,0,11,4,7,0,0,0,0,0,0,8,4,0,0,12,0,0,0,5,8,0,1,0,10,0,8,0,0,0,0,0,0,0,9,3,0,0,0,11,7,5,13,3,1,0,3,0,4,9,0,7,5,2,0,3,0,0,0,7,8,16,3,7,1,0,0,3,4,8,0,0,0,2,0,0,1,0,0,2,1
"cell152",9,5,0,0,3,0,4,3,8,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,3,2,0,1,0,1,0,2,2,0,0,1,5,0,1,0,0,0,2,2,0,2,0,0,0,1,2,5,0,0,0,3,3,0,0,0,0,1,0,4,2,0,0,5,0,0,0,0,1,3,0,0,2,0,0,3,0,2,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,1,0,5,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,9,1,0,0,0,1,2,3,1,0,0,0,2,0,7,3,3,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
"cell153",1,1,1,0,0,0,4,5,6,0,4,2,0,1,0,0,0,2,0,7,3,0,0,0,4,0,0,0,0,0,2,0,3,0,3,0,1,0,0,5,0,0,1,0,5,0,5,2,0,0,2,0,2,0,2,5,3,2,1,0,7,0,0,0,0,0,5,0,3,0,2,2,1,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,4,0,2,0,2,0,2,0,2,0,1,6,1,2,1,0,0,4,3,0,0,0,0,0,0,3,5,0,0,0,0,0,1,1,0,0,0,0,4,0,1,2,1,0,4,3,0,0,4,0,3,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3,4,0,1,2,1,1,1,5,3,8,3,0,0,1,0,1,4,0,0,0,5,0,0,0
"cell154",1,0,1,0,0,1,0,3,0,0,1,1,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"cell155",4,0,5,11,0,4,0,6,1,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,10,6,1,0,10,0,3,0,5,0,0,0,6,0,0,1,8,9,0,4,9,0,0,4,14,1,1,0,2,1,0,3,0,6,0,0,0,4,2,1,4,0,0,3,7,8,6,5,0,5,0,4,0,0,1,3,0,0,8,3,0,0,14,3,0,0,3,2,1,2,3,0,0,6,0,0,0,0,6,5,3,0,0,0,0,0,6,1,3,4,5,3,4,0,0,0,2,0,6,0,0,0,10,0,0,0,0,0,0,6,13,15,0,0,0,13,0,1,5,2,3,2,5,0,7,5,0,3,6,0,0,9,4,6,1,0,3,15,0,0,11,0,0,7,9,4,0,0,0,8,0,0,1,0,14,1,7
"cell156",6,5,0,0,0,1,1,2,3,0,0,0,0,0,2,2,0,0,0,3,1,1,0,2,1,0,0,0,0,0,0,0,9,2,1,0,0,0,0,3,0,0,0,1,5,0,0,2,0,0,2,3,0,0,0,0,0,1,1,0,1,0,0,0,1,1,6,0,0,0,2,6,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,1,0,0,0,0,0,0,3,0,0,3,0,3,0,0,2,2,1,0,2,0,3,2,0,0,0,0,0,0,4,2,2,0,0,0,0,4,0,3,2,0,1,0,4,0,6,3,4,3,0,0,0,0,0,0,0,2,2,0,2,3,0,0,1,1,1,4,0,0,2,0,0,0,0,0,3,0
"cell157",0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"cell158",2,0,2,2,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0
"cell159",0,0,4,0,0,0,1,0,0,1,3,5,3,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,2,3,0,4,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,1,0,2,4,0,2,2,6,0,0,2,0,1,0,0,0,0,0
"cell160",0,0,2,1,0,0,0,0,0,3,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"cell161",3,7,0,2,3,2,7,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,2,6,0,0,0,0,0,3,0,6,0,1,3,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,5,2,2,0,4,2,0,0,0,0,0,0,1,0,0,3,1,4,0,2,2,0,0,0,2,0,2,5,5,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,3,0,0,8,2,0,0,4,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,0,2,0,6,2,1,0,1,0,0,0,0,0,6,5,2,5,1,7,0,1,0,1,4,0,0,0,0,0,3,4,5,4,0,0,0,0,0,0,0,9,2,3,3,1,0,5,2,6,1,0,0,1,1,0,0,0,0,0,1,0
"cell162",1,3,0,0,4,4,0,5,6,1,3,2,0,0,5,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,5,0,9,0,4,0,1,4,0,0,0,0,0,4,0,2,1,1,3,0,3,0,0,0,0,1,6,0,3,1,0,0,1,0,0,0,4,8,0,0,4,0,3,0,0,0,0,7,7,0,4,1,3,0,3,0,5,0,0,5,2,4,5,0,0,10,5,0,0,3,0,4,0,0,10,0,0,0,0,0,0,4,0,0,3,0,1,0,9,0,0,0,0,0,0,0,9,2,9,0,3,2,0,7,4,2,6,3,0,0,0,0,8,0,4,3,5,0,0,4,2,0,2,0,0,7,2,0,8,0,5,9,5,4,0,0,1,0,0,0,0,0,3,4
"cell163",0,2,0,0,2,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,2,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,4,2,1,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,1,1,0,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0
"cell164",1,0,0,0,2,0,0,1,1,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,2,1,3,2,0,0,0,0,0,1,0,0,0
"cell165",3,0,0,1,1,0,0,1,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,3,0,0,0,4,1,0,2,2,1,1,6,0,0,0,4,2,1,0,0,1,8,1,1,0,5,0,0,0,1,0,0,1,3,0,0,2,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,5,1,0,0,0,0,1,0,0,2,2,0,0,1,1,1,4,0,1,0,0,1,3,0,0,1,5,0,0,0,0,3,0,1,0,0,1,0,0
"cell166",1,0,0,3,1,1,1,2,0,0,0,1,0,4,0,0,0,1,1,0,0,2,1,0,2,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3,0,2,2,1,1,0,1,0,0,0,0,0,0,2,0,3,5,2,0,2,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,1,1,0,2,0,1,0,1,3,0,3,0,4,0,0,0,2,0,0,0,1,2,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,2,0,0,1,4,0,0,3,3,4,4,2,0,1,4,2,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,4,0,4,0,0,5,4,0,0,0,4,3,0,0,2,0,0,0,0,0,1,0
"cell167",2,1,0,2,0,0,3,1,6,3,3,0,0,0,5,4,0,0,0,0,2,8,1,0,6,0,0,0,0,0,6,0,5,0,0,2,0,1,0,5,3,0,1,6,4,0,1,3,0,0,1,2,2,1,0,5,4,7,3,0,1,0,0,0,1,5,11,6,1,0,0,1,6,0,0,0,1,0,2,3,3,0,0,0,0,0,0,3,2,1,0,1,0,0,3,0,3,2,0,0,2,6,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,5,6,3,7,0,0,7,6,3,2,0,0,0,1,0,1,0,4,6,0,0,0,1,0,0,6,3,2,3,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
"cell168",0,2,2,3,4,2,0,4,2,0,0,3,0,1,1,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,8,0,1,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,4,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,2,1,0,1,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,3,1,2,3,0,5,1,0,0,0,0,0,4,2,1,1,0,0,5,1,0,0,0,0,0,0,1,1,0,0,3,3,5,0,0,3,0,1,1,0,1,2,4,0,0,1,0,1,1,0,0,0,0
"cell169",5,1,2,0,5,6,0,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,3,3,2,0,0,0,1,0,0,0,1,8,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,2,2,0,0,2,0,5,0,0,0,9,0,0,5,2,0,0,6,6,0,0,0,0,0,3,1,0,0,3,2,7,0,0,4,3,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,0,3,0,10,0,1,0,0,0,0,0,0,1,0,2,0,0,0,5,11,0,5,4,3,1,7,0,0,1,0,3,3,0,0,1,1,4,0,8,2,6,0,0,0,0,0,2,1,1,0,0,0,5,0,15,6,0,10,0,4
"cell170",4,0,1,1,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,2,1,0,1,0,2,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,1,1,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,3,3,0,2,0,3,0,1,0,0,0,0,3,0,1,1,3,1,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,0,4
"cell171",2,3,6,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,3,0,2,0,2,0,0,3,3,0,2,4,1,0,0,1,1,1,1,0,1,0,6,0,0,0,0,0,0,0,3,1,0,2,0,0,0,2,0,2,0,1,0,0,4,4,0,0,0,2,0,0,3,0,0,0,0,1,0,4,0,2,1,0,0,2,1,1,0,0,4,2,1,0,0,0,0,0,2,2,0,2,4,4,0,0,0,0,7,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,0,1,0,2,0,0,2,1,0,1,1,0,3,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1
"cell172",0,0,0,0,2,0,2,2,1,3,1,0,2,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,3,0,0,0,1,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0
